<<<<<<< HEAD
name,state,swagType,lat,lng,info,website
Sweet Run State Park,Virginia,Tag,39.2884354,-77.7355877,"February 2026, trusted member reports that there will be a monthly Bark Ranger Hike on the 4th Sunday of the month.  There is a certifiate and sticker to earn, and the tag is $6. Mentioned that currently the weather is suspect to Bark activities were indoors and a walk along the park road.
January 2026, park shared an event on Feb 14 at 1 PM.  You must register ahead of time at https://www.eventbrite.com/e/bark-ranger-kick-off-tickets-1978172548343?utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp&aff=ebdsshcopyurl&fbclid=IwY2xjawPQ-8ZleHRuA2FlbQIxMABicmlkETFzR0VpaUF4U2V4cG1UekNsc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHlnoxly0t-
nE9fpzuvUUVo8isFJ1k9xKNHLRJWWlvq1FGqHjeRDeRCfU_EGZ_aem_h8jssr6MBUdw0QpZaXuqOg
Stickers will be given out and other BARK items will be available in the visitor center.",https://www.dcr.virginia.gov/state-parks/event?id=2025-11-28-12-42-54-551868-nkh&fbclid=IwY2xjawPQ-EVleHRuA2FlbQIxMABicmlkETEwQXVXQjJoQWlYRE9rdzRRc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHhtuT7dhrUXXt_e5T0rRJO6Jb5OFhuWQAFx5hJ4bTYMDlamPOa5V2a82UYMx_aem_5Po-Gz41JYksOzpELel43w
Sycamore Shoals State Historic Park,Tennessee,Tag,36.3440264,-82.2534406,"September 2025, member reports tags for sale for 5.50. No official program. 
March 2025 member update that dogs are not allowed inside the visitor center and there were tags for purchase. 
November 2024, member reports that they asked and were allowed to bring the dog inside the fort.  Member recommends Patriots Path Trail along the river and if you need a place for the dog to run and play, there is a dog park right next to this park.  
June 2024, member showed a silver metal site specific tag for purchase. Member reports walking trails are wheelchair accessible.",https://tnstateparks.com/parks/sycamore-shoals
"T.O. Fuller State Park Visitor Center, West Mitchell Road, Memphis, TN",Tennessee,Tag,35.0632626,-90.1121274,"December 2025, member reports visitor center is open and is selling tags.  
April 2024, moderator reports the visitor center is closed for a year.  The interpretative center nearby sells tags but there is no proper program.",https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5
=======
September 2024 tags back in stock. One ranger said it's possible in November they would start an official program.  Tags are site specific, gold metal, $7 plus tax.",https://www.nps.gov/stri/planyourvisit/pets.htm
Sweet Run State Park,Virginia,Tag,39.2884354,-77.7355877,"February 2026, trusted member reports that there will be a monthly Bark Ranger Hike on the 4th Sunday of the month.  There is a certifiate and sticker to earn, and the tag is $6. Mentioned that currently the weather is suspect to Bark activities were indoors and a walk along the park road.
January 2026, park shared an event on Feb 14 at 1 PM.  You must register ahead of time at https://www.eventbrite.com/e/bark-ranger-kick-off-tickets-1978172548343?utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp&aff=ebdsshcopyurl&fbclid=IwY2xjawPQ-8ZleHRuA2FlbQIxMABicmlkETFzR0VpaUF4U2V4cG1UekNsc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHlnoxly0t-
nE9fpzuvUUVo8isFJ1k9xKNHLRJWWlvq1FGqHjeRDeRCfU_EGZ_aem_h8jssr6MBUdw0QpZaXuqOg
Stickers will be given out and other BARK items will be available in the visitor center.",https://www.dcr.virginia.gov/state-parks/event?id=2025-11-28-12-42-54-551868-nkh&fbclid=IwY2xjawPQ-EVleHRuA2FlbQIxMABicmlkETEwQXVXQjJoQWlYRE9rdzRRc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHhtuT7dhrUXXt_e5T0rRJO6Jb5OFhuWQAFx5hJ4bTYMDlamPOa5V2a82UYMx_aem_5Po-Gz41JYksOzpELel43w
Sycamore Shoals State Historic Park,Tennessee,Tag,36.3440264,-82.2534406,"September 2025, member reports tags for sale for 5.50. No official program. 
March 2025 member update that dogs are not allowed inside the visitor center and there were tags for purchase. 
November 2024, member reports that they asked and were allowed to bring the dog inside the fort.  Member recommends Patriots Path Trail along the river and if you need a place for the dog to run and play, there is a dog park right next to this park.  
June 2024, member showed a silver metal site specific tag for purchase. Member reports walking trails are wheelchair accessible.",https://tnstateparks.com/parks/sycamore-shoals
"T.O. Fuller State Park Visitor Center, West Mitchell Road, Memphis, TN",Tennessee,Tag,35.0632626,-90.1121274,"December 2025, member reports visitor center is open and is selling tags.  
April 2024, moderator reports the visitor center is closed for a year.  The interpretative center nearby sells tags but there is no proper program.",https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Taconic State Park,New York,Tag,42.121961,-73.5145904,"October 2025, group moderator adds that the museum is closed due to end of season but there is a Self guided tour using your cell phones -You can get it off of their website.  You can get a free Bark Ranger orange bandana (great for Fall) the little Bark principles paper and a certificate (however they were out of certificates) at the entrance to the park. 
Theres a campground and day use so they all use this entrance.  It is directly across the street from The Old Train Depot now called Depot Deli
You do not need to do anything, no pictures etc. Just go inside the building and ask.    They were very nice. October 2025, member reports a bandana and a certificate.  Location is Copake Iron Works Museum and Heritage Trail Visitor Center.
Taconic State Park - Copake Falls Area
35 Valley View Rd.
Copake Falls, NY12517
<<<<<<< HEAD
The visitor center and museum at the Copake Iron Works Historic Site are open weekends only from 2–4 p.m.",https://parks.ny.gov/visit/state-parks/taconic-state-park-copake-falls-area
Thacher State Park,New York,Tag,42.6463258,-74.0084004,"June 2025 another member reports the dogs were invited into the visitor center and earned all kinds of bark ranger swag. 
June 2025, member reports that they were given the option to chose between a tag, a poopbag dispenser, a bandana, or a leash. Posted by Junior Ranger Club via the Park facebook page: Complete paperwork in visitor center to earn a certificate and a choice of bandana or poop bag holder.",https://parks.ny.gov/parks/128/ https://www.facebook.com/profile/100064655350631/search/?q=bark
=======
The visitor center and museum at the Copake Iron Works Historic Site are open weekends only from 2–4 p.m.",https://parks.ny.gov/visit/state-parks/taconic-state-park-copake-falls-area
Thacher State Park,New York,Tag,42.6463258,-74.0084004,"June 2025 another member reports the dogs were invited into the visitor center and earned all kinds of bark ranger swag. 
June 2025, member reports that they were given the option to chose between a tag, a poopbag dispenser, a bandana, or a leash. Posted by Junior Ranger Club via the Park facebook page: Complete paperwork in visitor center to earn a certificate and a choice of bandana or poop bag holder.",https://parks.ny.gov/parks/128/ https://www.facebook.com/profile/100064655350631/search/?q=bark
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
"Theodore Roosevelt National Park, South Unit., 2nd Avenue, Medora, ND",North Dakota,Tag,46.9584776,-103.4650052,"September 2025 in email to group, due to winter season approaching tags will most likely not be back in stock until the spring but they do intend to continue carrying them. 
September 2025 visitor center clarification: There are 3 - one in the town of Medora which is more about the local area, one in Painted Canyon, and one in the North Unit that is more remote. 
September 2025, member reports that the Painted Canyon Visitor Center is out of tags and certificates.  They also say the Medora visitor center seemed to have no idea about Bark Ranger.  
June 2025, member reports site specific tags for sale in the south unit.  
May 2025, trusted member reports tags are in stock online but unsure if those are site specific.  A site specific metal Bark ranger dog tag for purchase. A member reports only saw them at Painted Canyon. Conflicted reports in August 2024 that there are no tags avaiable at Painted Canyon. September member reported out of tags at all three visitor centers.  Member asked and told they are have not ordered more until next season (year).","https://www.nps.gov/thro/planyourvisit/pets.htm

<<<<<<< HEAD
https://shoptrnha.org/products/bark-ranger-dog-tag"
Tickfaw State Park,Louisiana,Tag,30.3849408,-90.6496646,"March 2026, trusted member reports that a Bark Ranger program began this month!  Address is 27225 Patterson Rd, Springfield, LA 70462. There are free site specific tags, stickers, and certificate upon completion of checklist. There is not much shade, and there are signs warning of gators and venomous snakes.",https://www.lastateparks.com/parks-preserves/tickfaw-state-park
"Tims Ford State Park Visitors Center Office, Tims Ford Drive, Winchester, TN",Tennessee,Tag,35.2210897,-86.2511946,"**March 2026 Member reports the site is ""ramping up Bark Ranger"" and hosted a event on March 3.  Be sure to check the park calendar for future Bark Ranger event dates.
**March 10 2024 member reported out of tags.  
**May 2024 member posted photo with tag, appears back in stock. 
**July 2024 tags in stock.",https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5
=======
https://shoptrnha.org/products/bark-ranger-dog-tag"
Tickfaw State Park,Louisiana,Tag,30.3849408,-90.6496646,"March 2026, trusted member reports that a Bark Ranger program began this month!  Address is 27225 Patterson Rd, Springfield, LA 70462. There are free site specific tags, stickers, and certificate upon completion of checklist. There is not much shade, and there are signs warning of gators and venomous snakes.",https://www.lastateparks.com/parks-preserves/tickfaw-state-park
"Tims Ford State Park Visitors Center Office, Tims Ford Drive, Winchester, TN",Tennessee,Tag,35.2210897,-86.2511946,"**March 2026 Member reports the site is ""ramping up Bark Ranger"" and hosted a event on March 3.  Be sure to check the park calendar for future Bark Ranger event dates.
**March 10 2024 member reported out of tags.  
**May 2024 member posted photo with tag, appears back in stock. 
**July 2024 tags in stock.",https://digital.tnconservationist.org/publication/?m=58294&i=758361&view=articleBrowser&article_id=4327296&ver=html5
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Timucuan Ecological and Historical Preserve Kingsley Plantation,Florida,Tag,30.4674614,-81.4514775,"**February 2026, group moderator reports non site specific metal tags are available for purchase. Site is stil entirely dog friendly minus the visitor center, but no program.
**December 2025, trusted member reports the tags are out of stock.
**July 2025, member reports they are out of cards and tags.  They are unsure when they are coming in.  That have a generic tag and vinyl decal for sale. Reminder that the site includes Fort Caroline, and that is the visitor center to go to, not the Kinglsley Plantation. 
**April 2025, member reports the site is out of stock on tags. 
**March 2025 update from the cofounders.  Ft. Caroline and Timucuan are a part of the same site and the Map is leading both to the same spot. 
**February 2025, adding a remidner that Fort Caroline National Memorial is a part of this site and has a free wooden tag, per the November post. 
**November 2024 member reports the program is back up and running. There is a free wooden tag and metal tags for purchase, and a non site specific sticker for purchase. 
**May 2024 member reported no program any more. Reported new administration. 
<<<<<<< HEAD
Co-founder Ben visited in June 2024.  The Plantation is very dog friendly, save for inside the buildings. The visitor center was closed despite being advertised as open at that time. He spoke with Ranger Herb at Fort Caroline who is very ecstatic about restarting program, which is why left on the map, so keep checking!",https://www.nps.gov/timu/learn/historyculture/foca.htm
